zirconia	I_GEMSTONE
and	O
green	O
bead	O
.	O
A	O
pretti	O
pick	O
to	O
pick	O
,	O
that	O
will	O
definit	O
compliment	O
your	O
look	O
!	O
beauti	O
craft	O
ear	O
,	O
which	O
combin	O
the	O
attribut	O
of	O
a	O
pink	B_BRAND
rose	I_BRAND
,	O
which	O
are	O
passion	O
,	O
admir	O
,	O
grace	O
,	O
eleg	O
,	O
gratitud	O
and	O
appreci	O
.	O
design	O
to	O
compliment	O
you	O
?	O
?	O
?	O
(	O
weight	O
10	O
gm	O
,	O
length	O
5	O
cm	O
)	O
you	O
can	O
wear	O
It	O
and	O
make	O
you	O
more	O
eleg	O
tempera	O
,	O
It	O
also	O
can	O
use	O
As	O
gift	O
for	O
lover	O
famili	O
frind	O
.	O
prodect	O
descript	O
sweet	O
and	O
simpl	O
amaz	O
uniqu	O
the	B_BRAND
V	I_BRAND
collect	I_BRAND
handmad	O
design	B_COLLECTION
wolesal	O
price	O
semi	O
preciou	O
and	O
preciou	O
casual	O
drop	O
and	O
bead	O
dangl	B_TYPE
ear	I_TYPE
.	O
925	B_METAL_PURITY
sterl	O
silver	B_BASE_MATERIAL
nice	O
22k	O
yellow	B_GOLD_COLOR
gold	O
plate	O
pink	O
tourmalin	O
and	O
amethyst	O
and	O
peridot	O
and	O
iolit	O
and	O
garnet	O
hang	O
ear	O
lowest	O
price	O
light	O
weight	O
casual	O
bead	O
fashion	O
jewelri	O
onlin	O
anuradha	B_BRAND
art	I_BRAND
jewelleri	O
offer	O
these	O
multi	O
color	O
jhumki	O
to	O
complet	O
your	O
tradit	B_MODEL_NAME
look	O
.	O
they	O
are	O
style	O
with	O
pearl	O
,	O
maroon	O
green	O
color	O
stone	O
.	O
craft	O
from	O
40	O
silver	O
golden	O
polish	O
copper	B_BASE_MATERIAL
.	O
these	O
ear	O
are	O
high	O
in	O
qualiti	O
durabl	O
as	O
well	O
.	O
note	O
avoid	O
keep	O
these	O
ear	O
in	O
a	O
velvet	O
box	O
,	O
avoid	O
contact	O
with	O
perfum	O
and	O
water	O
.	O
charm	O
pair	O
of	O
gold	B_COLOR
tone	O
oxidis	O
dangler	O
ear	O
in	O
round	O
shape	O
attract	O
adorn	O
with	O
blue	O
stone	O
.	O
pair	O
these	O
ear	O
with	O
match	O
outfit	O
for	O
that	O
ethnic	O
look	O
.	O
beauti	O
flower	O
,	O
bloom	O
bud	O
,	O
tender	O
leav	O
?	O
the	O
spring	B_MODEL_NAME
splendour	I_MODEL_NAME
diamond	B_GEMSTONE
ear	O
showcas	O
springtim	O
in	O
all	O
it	O
glori	O
.	O
with	O
a	O
drop	O
dead	O
gorgeou	O
design	O
,	O
these	O
pair	O
of	O
diamond	B_GEMSTONE
ear	O
are	O
worthi	O
of	O
be	O
the	O
subject	O
of	O
a	O
poetri	O
!	O
anuva	B_MODEL_NAME
amethyst	B_GEMSTONE
ear	O
yellow	B_BASE_MATERIAL
gold	I_BASE_MATERIAL
14k	O
thi	O
ear	O
is	O
design	B_COLLECTION
intric	O
and	O
is	O
a	O
blend	O
of	O
modern	O
eleg	O
and	O
chic	O
ethnic	O
which	O
produc	O
a	O
dazzl	O
shower	O
of	O
light	O
to	O
grace	O
up	O
everi	O
special	O
occas	O
.	O
Be	O
girli	O
by	O
adorn	O
these	O
amethyst	O
stud	O
from	O
the	O
pearlz	B_BRAND
ocean	I_BRAND
collect	O
.	O
the	O
stud	O
are	O
made	O
of	O
sterl	O
silver	B_BASE_MATERIAL
and	O
it	O
gross	O
weight	O
is	O
1	B_NUMBER_OF_PAIRS
.	O
50	O
gm	O
.	O
the	O
stud	O
are	O
secur	O
with	O
a	O
push	O
post	O
clasp	O
.	O
product	O
color	O
may	O
slightli	O
vari	O
due	O
to	O
photograph	O
light	O
sourc	O
or	O
your	O
monitor	O
set	O
.	O
allurea	B_MODEL_NAME
ear	O
,	O
craft	O
from	O
gold	B_BASE_MATERIAL
and	O
hand	O
stud	O
with	O
28	O
diamond	B_GEMSTONE
by	O
diamonddad	B_BRAND
,	O
with	O
over	O
60	O
year	O
of	O
jewelleri	O
craft	O
legaci	O
.	O
assur	O
of	O
bi	O
hallmark	O
and	O
diamond	B_BRAND
certif	O
.	O
all	O
weight	O
and	O
measur	O
are	O
in	O
near	O
approxim	O
valu	O
.	O
these	O
beauti	O
gold	O
ear	O
hold	O
24	B_NUMBER_OF_GEMSTONES
diamond	B_GEMSTONE
with	O
A	O
total	O
diamond	B_GEMSTONE
weight	O
Of	O
0	B_DIAMOND_WEIGHT
.	I_DIAMOND_WEIGHT
1	I_DIAMOND_WEIGHT
carat	I_DIAMOND_WEIGHT
.	O
product	O
height	O
13	B_HEIGHT
.	I_HEIGHT
9	I_HEIGHT
Mm	I_HEIGHT
product	O
width	O
4	B_WIDTH
.	I_WIDTH
3	I_WIDTH
Mm	I_WIDTH
diamond	B_GEMSTONE
qualiti	O
Si	B_DIAMOND_CLARITY
Gh	B_DIAMOND_COLOR_GRADE
eye	O
catch	O
and	O
eleg	O
,	O
these	O
black	O
white	B_COLOR
diamond	B_GEMSTONE
fashion	O
stud	B_TYPE
ear	I_TYPE
elev	O
ani	O
attir	O
.	O
fashion	O
18k	O
white	B_BASE_MATERIAL
gold	I_BASE_MATERIAL
,	O
each	O
ear	O
featur	O
round	B_DIAMOND_SHAPE
black	O
diamond	B_GEMSTONE
at	O
it	O
center	O
.	O
polish	O
and	O
white	B_COLOR
diamond	B_GEMSTONE
line	O
ribbon	O
swirl	O
around	B_DIAMOND_SHAPE
the	O
center	O
,	O
creat	O
an	O
eye	O
catch	O
swirl	O
.	O
radiant	O
with	O
0	O
.	O
80	O
ct	O
.	O
of	O
black	O
white	B_COLOR
diamond	B_GEMSTONE
and	O
polish	O
to	O
a	O
brilliant	O
shine	O
,	O
these	O
stud	B_TYPE
ear	I_TYPE
secur	O
comfort	O
with	O
screw	B_EARRING_BACK_TYPE
back	O
.	O
thi	O
pair	O
by	O
siyora	B_BRAND
is	O
beauti	O
and	O
classic	O
.	O
It	O
featur	O
gold	O
polish	O
,	O
rubi	O
stone	O
and	O
dangler	O
along	O
with	O
cubic	O
zirconia	O
stone	O
.	O
thi	O
piec	O
of	O
jewelleri	O
is	O
made	O
up	O
of	O
brass	B_BASE_MATERIAL
,	O
which	O
make	O
it	O
durabl	O
,	O
long	O
last	O
and	O
allergi	O
free	O
.	O
these	O
eleg	O
design	O
ear	O
are	O
made	O
from	O
high	O
qualiti	O
alloy	B_BASE_MATERIAL
which	O
are	O
thread	O
with	O
fine	O
rope	O
,	O
give	O
it	O
uniqu	O
look	O
.	O
these	O
can	O
be	O
use	O
in	O
dailywear	O
.	O
net	O
weight	O
10	O
15	O
gm	O
(	O
approx	O
)	O
.	O
length	O
3	O
.	O
50	O
inch	O
(	O
approx	O
)	O
.	O
width	O
2	O
.	O
00	O
inch	O
.	O
beauti	O
bronz	B_COLOR
pearl	B_GEMSTONE
ear	O
the	O
ear	O
ring	O
are	O
made	O
of	O
14k	O
gold	B_BASE_MATERIAL
and	O
adorn	O
with	O
12	O
diamond	B_GEMSTONE
and	O
2	O
pearl	O
of	O
color	O
H	O
I	O
with	O
VS	B_DIAMOND_CLARITY
clariti	O
.	O
the	O
differ	O
size	O
of	O
diamond	B_GEMSTONE
use	O
are	O
1	B_NUMBER_OF_PAIRS
.	O
20	O
mm	O
(	O
6	O
pc	O
)	O
and	O
1	B_NUMBER_OF_PAIRS
.	O
30	O
mm	O
(	O
6	O
pc	O
)	O
.	O
the	O
differ	O
size	O
of	O
pearlss	O
are	O
4	O
x	O
3	O
mm	O
(	O
2	O
pc	O
)	O
.	O
thi	O
stud	B_TYPE
ear	I_TYPE
is	O
part	O
of	O
maayra'	B_BRAND
colour	O
spark	O
collect	O
.	O
each	O
design	O
under	O
the	O
colour	O
spark	O
collect	O
of	O
maayra	B_BRAND
is	O
a	O
true	O
masala	O
of	O
trend	O
,	O
with	O
intric	O
blend	O
colour	O
to	O
give	O
you	O
a	O
one	O
of	O
a	O
kind	O
,	O
out	O
of	O
the	O
world	O
jewelleri	O
experi	O
.	O
design	O
in	O
intric	O
american	O
diamond	O
work	O
,	O
thi	O
bronz	O
colour	O
jewelleri	O
design	O
is	O
made	O
of	O
lead	O
nickel	O
free	O
,	O
best	O
qualiti	O
alloy	B_BASE_MATERIAL
.	O
thi	O
design	O
will	O
best	O
meet	O
your	O
colleg	O
parti	O
jewelleri	O
need	O
.	O
In	O
term	O
of	O
their	O
back	O
type	O
or	O
lock	O
type	O
,	O
these	O
stud	B_TYPE
ear	I_TYPE
have	O
a	O
push	B_EARRING_BACK_TYPE
back	I_EARRING_BACK_TYPE
type	O
.	O
A	O
.	O
D	O
.	O
silver	B_BASE_MATERIAL
bali	O
adorn	O
thi	O
beauti	O
pair	O
of	O
ear	O
from	O
the	O
hous	O
of	O
traditsiya	B_BRAND
to	O
stand	O
out	O
in	O
the	O
crowd	O
and	O
to	O
flaunt	O
your	O
stylish	O
side	O
.	O
creat	O
with	O
high	O
qualiti	O
metal	O
,	O
these	O
ear	O
are	O
skin	O
friendli	O
.	O
look	O
an	O
absolut	O
stunner	O
when	O
you	O
pair	O
up	O
thi	O
ear	O
with	O
ani	O
indian	O
attir	O
includ	O
salwaar	O
kameez	O
,	O
anarkali	O
or	O
a	O
sare	O
.	O
height	O
65mm	O
width	O
20mm	O
color	O
green	B_COLOR
,	I_COLOR
maroon	I_COLOR
stun	O
doubl	B_MODEL_NAME
heart	I_MODEL_NAME
shape	O
ear	O
in	O
white	B_PLATING
gold	I_PLATING
plate	O
make	O
thought	O
gift	O
for	O
that	O
special	O
person	O
in	O
your	O
life	O
.	O
keep	O
these	O
on	O
hand	O
when	O
you	O
need	O
a	O
femm	O
touch	O
to	O
your	O
look	O
.	O
environment	O
friendli	O
nickel	O
free	O
antiallerg	O
alloy	O
.	O
marquis	B_DESIGN
shape	O
heavi	O
dangl	O
handmad	O
ear	O
with	O
22k	O
yellow	B_GOLD_COLOR
gold	O
plate	O
gorgeou	O
wed	O
parti	O
wear	O
jewelri	O
floral	O
gold	B_COLOR
CZ	O
drop	B_TYPE
ear	I_TYPE
is	O
made	O
of	O
alloy	B_BASE_MATERIAL
.	O
women	B_IDEAL_FOR
love	O
jewelleri	O
;	O
special	O
artifici	O
jewelleri	O
a	O
women	B_IDEAL_FOR
.	O
they	O
wear	O
it	O
on	O
differ	O
occas	O
.	O
wed	O
and	O
festiv	O
time	O
.	O
they	O
can	O
also	O
wear	O
it	O
on	O
a	O
regular	O
basi	O
.	O
make	O
your	O
moment	O
memor	O
with	O
thi	O
rang	O
.	O
thi	O
jewelleri	O
featur	O
a	O
uniqu	O
one	O
of	O
a	O
kind	O
tradit	O
emblish	O
with	O
antiqu	O
finish	O
.	O
alloy	B_BASE_MATERIAL
base	O
design	O
blue	B_COLOR
color	O
ear	O
desing	O
for	O
daili	O
use	O
.	O
thi	O
is	O
veri	O
light	O
weight	O
and	O
attract	O
ear	O
in	O
multipl	O
color	O
.	O
smart	O
n	O
sophist	O
.	O
thi	O
pair	O
of	O
trendsett	O
diamond	B_GEMSTONE
ear	O
featur	O
twodangl	O
star	O
shape	O
ear	O
with	O
a	O
white	B_COLOR
glimmer	O
solitair	O
in	O
thecent	O
.	O
the	O
diamond	B_GEMSTONE
areus	O
are	O
distinct	O
in	O
qualiti	O
and	O
superior	O
in	O
clariti	O
.	O
diamond	B_GEMSTONE
pc	O
2	B_NUMBER_OF_GEMSTONES
pc	O
diamond	B_GEMSTONE
Wt	O
0	O
.	O
09	O
ct	O
diamond	B_GEMSTONE
color	O
I	B_DIAMOND_COLOR_GRADE
J	O
diamond	B_GEMSTONE
Wt	O
VS	B_DIAMOND_CLARITY
gold	O
Wt	O
2	B_NUMBER_OF_GEMSTONES
.	O
000	O
gm	O
gold	O
puriti	O
18kt	O
ear	O
height	O
1	B_NUMBER_OF_PAIRS
.	O
00	O
cm	O
these	O
fantast	O
sterl	O
silver	B_BASE_MATERIAL
stud	B_TYPE
ear	I_TYPE
are	O
great	O
for	O
just	O
a	O
touch	O
of	O
sparkl	O
.	O
made	O
from	O
solid	O
.	O
925	O
sterl	O
silver	B_BASE_MATERIAL
.	O
design	O
with	O
six	O
cubic	O
zirconia	O
stone	O
and	O
one	O
garnet	B_GEMSTONE
stone	O
on	O
each	O
stud	O
,	O
you	O
will	O
be	O
sure	O
to	O
glisten	O
.	O
secur	O
with	O
butterfli	B_EARRING_BACK_TYPE
back	I_EARRING_BACK_TYPE
post	O
.	O
these	O
ear	O
will	O
make	O
you	O
stand	O
out	O
in	O
the	O
crowd	O
.	O
get	O
trendi	O
and	O
fashion	O
through	O
thi	O
shimmer	O
yellow	O
gold	B_COLOR
tone	O
dangler	B_TYPE
ear	I_TYPE
.	O
It	O
is	O
an	O
exquisit	O
piec	O
of	O
fashion	B_PRECIOUS_ARTIFICIAL_JEWELLERY
jewelri	I_PRECIOUS_ARTIFICIAL_JEWELLERY
that	O
enhanc	O
appear	O
and	O
make	O
a	O
modern	O
statement	O
.	O
gorgeou	O
.	O
.	O
.	O
stud	B_TYPE
ear	I_TYPE
!	O
excel	O
blend	O
of	O
pota	O
stone	O
(	O
mystic	O
black	B_COLOR
)	O
with	O
oxid	O
color	O
stone	O
at	O
the	O
edg	O
!	O
good	O
qualiti	O
!	O
amazingli	O
stylish	O
.	O
.	O
.	O
stand	O
differ	O
in	O
'crowd'	O
.	O
.	O
.	O
.	O
.	O
.	O
strictli	O
for	O
fashionista	O
!	O
!	O
!	O
perfect	O
fit	O
for	O
colleg	O
festiv	O
parti	O
religi	O
function	O
engag	O
gift	O
christma	O
annual	O
day	O
get	O
togeth	O
etc	O
.	O
.	O
.	O
.	O
.	O
.	O
stay	O
ahead	O
In	O
fashion	O
with	O
r18	B_BRAND
jewel	I_BRAND
fashion	I_BRAND
U	O
.	O
r18	B_BRAND
jewel	I_BRAND
fashion	I_BRAND
U	O
is	O
your	O
one	O
stop	O
onlin	O
store	O
for	O
today	O
bold	O
,	O
beauti	O
and	O
outstand	O
women	O
.	O
our	O
collect	O
are	O
all	O
about	O
redefin	O
trend	O
,	O
design	O
,	O
and	O
qualiti	O
to	O
satisfi	O
the	O
need	O
of	O
one	O
and	O
all	O
occas	O
.	O
We	O
aim	O
to	O
share	O
the	O
stun	O
new	O
look	O
for	O
women	O
in	O
style	O
for	O
everi	O
festiv	O
and	O
occas	O
.	O
We	O
at	O
r18	B_BRAND
jewel	I_BRAND
fashion	I_BRAND
U	O
,	O
believ	O
that	O
excel	O
is	O
not	O
a	O
destin	O
but	O
a	O
journey	O
and	O
are	O
dedic	O
to	O
a	O
high	O
standard	O
of	O
profession	O
and	O
compet	O
with	O
an	O
aim	O
to	O
provid	O
premium	O
qualiti	O
innov	O
product	O
and	O
ensur	O
100	O
satisfact	O
to	O
our	O
custom	O
,	O
result	O
in	O
alway	O
strive	O
to	O
exceed	O
our	O
custom	O
expect	O
.	O
We	O
deal	O
in	O
imit	O
and	O
fashion	B_PRECIOUS_ARTIFICIAL_JEWELLERY
jewelri	I_PRECIOUS_ARTIFICIAL_JEWELLERY
and	O
acc	O
.	O
our	O
product	O
go	O
through	O
strict	O
qualiti	O
test	O
via	O
our	O
expert	O
and	O
the	O
product	O
are	O
dispatch	O
under	O
the	O
guidanc	O
and	O
advic	O
of	O
the	O
websit	O
e	O
commerc	O
portal	O
.	O
We	O
ensur	O
correct	O
procedur	O
for	O
pack	O
,	O
packag	O
and	O
dispatch	O
of	O
good	O
to	O
our	O
custom	O
,	O
so	O
that	O
they	O
enjoy	O
shop	O
r18	B_BRAND
jewel	I_BRAND
fashion	I_BRAND
U	O
fashion	O
product	O
,	O
perhap	O
that	O
is	O
the	O
reason	O
whi	O
we	O
have	O
repeat	O
custom	O
and	O
our	O
custom	O
stick	O
with	O
us	O
and	O
advis	O
our	O
brand	O
to	O
their	O
famili	O
and	O
friend	O
.	O
If	O
you	O
like	O
our	O
brand	O
and	O
our	O
servic	O
,	O
pleas	O
suggest	O
r18	B_BRAND
jewel	I_BRAND
fashion	I_BRAND
U	O
to	O
your	O
friend	O
and	O
famili	O
and	O
leav	O
posit	O
feedback	O
to	O
help	O
other	O
on	O
websit	O
portal	O
.	O
If	O
you	O
have	O
a	O
concern	O
,	O
pleas	O
feel	O
free	O
to	O
write	O
to	O
us	O
and	O
we	O
will	O
person	O
get	O
in	O
touch	O
with	O
you	O
and	O
help	O
you	O
with	O
your	O
concern	O
.	O
We	O
also	O
undertak	O
bulk	O
order	O
for	O
imit	O
jewelri	O
and	O
fashion	O
acc	O
.	O
So	O
chic	O
and	O
contemporari	O
,	O
these	O
silver	B_BASE_MATERIAL
leaf	O
shape	O
ear	O
with	O
925	O
puriti	O
are	O
class	O
apart	O
.	O
featur	O
intric	O
mesh	O
made	O
out	O
of	O
gleam	O
metal	O
,	O
thi	O
will	O
definit	O
accentu	O
your	O
everyday	B_OCCASION
look	O
.	O
click	O
to	O
make	O
them	O
your	O
.	O
ear	O
defin	O
your	O
look	O
,	O
add	O
more	O
of	O
appeal	O
and	O
dimens	O
to	O
your	O
outfit	O
,	O
an	O
attir	O
need	O
a	O
pair	O
of	B_SALES_PACKAGE
ear	I_SALES_PACKAGE
to	O
compliment	O
your	O
look	O
.	O
from	O
the	O
hous	O
of	O
rajwada	B_BRAND
art	I_BRAND
featur	O
a	O
glamor	O
pair	O
of	O
jhumki	B_TYPE
ear	I_TYPE
with	O
invert	O
comma	B_MODEL_NAME
shape	I_MODEL_NAME
motif	O
embellish	O
with	O
tini	O
pearl	O
bead	O
and	O
design	O
with	O
beauti	O
green	O
and	O
red	O
enamel	O
work	O
.	O
make	O
a	O
perfect	O
pick	O
to	O
add	O
in	O
your	O
jewelleri	O
collect	O
.	O
spike	O
gold	O
plate	O
2	O
multicolour	B_COLOR
bead	O
and	O
red	O
feather	O
ear	O
cuff	B_TYPE
ear	I_TYPE
thi	O
VK	B_BRAND
jewel	I_BRAND
babi	B_MODEL_NAME
bird	I_MODEL_NAME
ear	O
that	O
are	O
just	O
what	O
you	O
need	O
to	O
glam	O
up	O
your	O
tradit	O
look	O
.	O
these	O
ear	O
craft	O
from	O
alloy	B_BASE_MATERIAL
and	O
rhodium	B_PLATING
plate	O
finish	O
which	O
are	O
light	O
weight	O
and	O
safe	O
for	O
your	O
sensit	O
skin	O
.	O
circular	O
brass	B_BASE_MATERIAL
filligri	O
ear	O
ring	O
0	B_DIAMOND_WEIGHT
.	I_DIAMOND_WEIGHT
10	I_DIAMOND_WEIGHT
carat	I_DIAMOND_WEIGHT
(	O
ctw	O
)	O
14k	O
yellow	B_BASE_MATERIAL
gold	I_BASE_MATERIAL
blue	O
,	O
white	O
yellow	B_COLOR
round	B_DIAMOND_SHAPE
diamond	B_GEMSTONE
micro	B_SETTING
pave	I_SETTING
set	O
kite	B_MODEL_NAME
shape	I_MODEL_NAME
stud	B_TYPE
ear	I_TYPE
1	B_NUMBER_OF_PAIRS
10	O
CT	O
you	O
will	O
look	O
beautiful	O
after	O
wear	O
thi	O
summer	O
stripe	O
in	O
neon	O
yellow	O
ear	B_TYPE
set	I_TYPE
.	O
these	O
ear	O
highlight	O
an	O
entic	O
eleg	O
,	O
while	O
their	O
design	O
make	O
them	O
long	O
last	O
and	O
an	O
easi	O
wear	O
.	O
It	O
?	O
s	O
a	O
3	B_SALES_PACKAGE
pair	I_SALES_PACKAGE
of	I_SALES_PACKAGE
ear	I_SALES_PACKAGE
set	O
.	O
design	O
cocktail	B_COLLECTION
ear	O
in	O
turquois	B_COLOR
color	O
theme	O
victorian	O
polish	O
rhodium	O
color	O
turquois	B_COLOR
rajwada	B_BRAND
art	I_BRAND
tradit	B_MODEL_NAME
ear	I_MODEL_NAME
with	O
exemplrari	O
work	O
of	O
pearl	O
thi	O
VK	B_BRAND
jewel	I_BRAND
arrow	B_MODEL_NAME
head	I_MODEL_NAME
ear	O
that	O
are	O
just	O
what	O
you	O
need	O
to	O
glam	O
up	O
your	O
tradit	O
look	O
.	O
It	O
give	O
a	O
rich	O
appeal	O
.	O
these	O
ear	O
craft	O
from	O
alloy	B_BASE_MATERIAL
.	O
these	O
ear	O
are	O
gold	B_COLOR
and	O
rhodium	O
plate	O
finish	O
which	O
are	O
light	O
weight	O
and	O
safe	O
for	O
your	O
sensit	O
skin	O
.	O
1	B_NUMBER_OF_PAIRS
10	O
ct	O
tw	O
I1	B_DIAMOND_CLARITY
G	B_DIAMOND_COLOR_GRADE
round	B_DIAMOND_SHAPE
diamond	O
solitair	O
stud	B_TYPE
ear	I_TYPE
set	O
in	O
4	O
prong	B_SETTING
basket	O
set	O
SS	O
.	O
925	O
screw	O
back	O
american	B_DESIGN
diamond	I_DESIGN
slim	I_DESIGN
ladi	I_DESIGN
shape	I_DESIGN
long	I_DESIGN
ear	I_DESIGN
for	O
women	O
and	O
girl	O
for	O
all	O
occas	O
bg	B_BRAND
style	O
diva	O
pink	B_COLOR
gold	I_COLOR
ear	O
for	O
women	B_IDEAL_FOR
design	B_COLLECTION
and	O
trendi	O
earcuff	O
from	O
the	O
hous	O
of	O
zenem	B_BRAND
,	O
perfect	O
for	O
all	O
occas	O
.	O
accentu	O
your	O
outfit	O
with	O
classi	O
jewelleri	O
from	O
castl	B_BRAND
street	I_BRAND
?	O
?	O
?	O
s	O
latest	O
collect	O
.	O
We	O
have	O
been	O
market	O
leader	O
In	O
the	O
offlin	O
fashion	B_PRECIOUS_ARTIFICIAL_JEWELLERY
jewelleri	I_PRECIOUS_ARTIFICIAL_JEWELLERY
industri	O
for	O
the	O
past	O
70	O
year	O
.	O
castl	B_BRAND
street	I_BRAND
?	O
?	O
?	O
S	O
mission	O
Is	O
To	O
provid	O
access	O
To	O
high	O
qualiti	O
fashion	B_PRECIOUS_ARTIFICIAL_JEWELLERY
jewelleri	I_PRECIOUS_ARTIFICIAL_JEWELLERY
At	O
afford	O
price	O
To	O
the	O
digit	O
consum	O
.	O
compliment	O
guarante	O
!	O
thi	O
chandeli	B_TYPE
ear	I_TYPE
look	O
best	O
when	O
worn	O
with	O
ani	O
casual	O
Or	O
work	O
wear	O
.	O
It	O
can	O
also	O
Be	O
team	O
Up	O
with	O
ani	O
Of	O
your	O
indian	O
outfit	O
for	O
A	O
classi	O
look	O
.	O
made	O
from	O
premium	O
qualiti	O
alloy	O
,	O
the	O
shine	O
shall	O
Be	O
retain	O
for	O
year	O
To	O
come	O
.	O
the	O
materi	O
Is	O
skin	O
friendli	O
and	O
light	O
weight	O
.	O
product	O
colour	O
may	O
slightli	O
vari	O
due	O
To	O
photograph	O
light	O
sourc	O
Or	O
your	O
monitor	O
set	O
.	O
drop	B_TYPE
ear	I_TYPE
with	O
a	O
huge	O
turquois	B_GEMSTONE
and	O
pearl	O
embellish	O
.	O
An	O
eleg	O
pair	O
of	O
accessori	O
that	O
would	O
highlight	O
your	O
facial	O
featur	O
.	O
design	O
to	O
perfect	O
,	O
these	O
green	O
color	O
ear	O
from	O
the	O
hous	O
of	O
anuradha	B_BRAND
art	I_BRAND
jewelleri	O
are	O
highli	O
ador	O
.	O
they	O
are	O
perfectli	O
stud	O
with	O
green	O
color	O
stone	O
craft	O
from	O
korean	O
metal	B_BASE_MATERIAL
.	O
excel	O
qualiti	O
high	O
durabl	O
are	O
the	O
hallmark	O
of	O
these	O
ear	O
.	O
note	O
avoid	O
keep	O
these	O
ear	O
in	O
a	O
velvet	O
box	O
,	O
avoid	O
contact	O
with	O
perfum	O
and	O
water	O
.	O
royal	O
rajawadi	O
drop	O
dangl	O
ear	O
!	O
exot	O
fusion	O
of	O
metal	B_BASE_MATERIAL
stone	O
bead	O
and	O
pearl	O
.	O
gorgeou	O
gold	B_METAL_COLOR
color	O
metal	B_BASE_MATERIAL
with	O
ravish	O
red	O
color	O
stone	O
ad	O
with	O
bead	O
at	O
the	O
edg	O
and	O
fabul	O
pearl	O
drop	O
!	O
good	O
qualiti	O
.	O
.	O
.	O
.	O
a	O
creation	O
of	O
art	O
and	O
beauti	O
ornament	O
concept	O
!	O
amazingli	O
stylish	O
.	O
.	O
.	O
stand	O
differ	O
in	O
'crowd'	O
.	O
.	O
.	O
.	O
.	O
.	O
strictli	O
for	O
fashionista	O
!	O
!	O
!	O
perfect	O
fit	O
for	O
colleg	O
festiv	O
parti	O
religi	O
function	O
engag	O
gift	O
christma	O
annual	O
day	O
get	O
togeth	O
etc	O
.	O
.	O
.	O
.	O
.	O
.	O
stay	O
ahead	O
In	O
fashion	O
with	O
r18	B_BRAND
jewel	I_BRAND
?	I_BRAND
fashion	I_BRAND
U	O
?	O
.	O
r18	B_BRAND
jewel	I_BRAND
?	I_BRAND
fashion	I_BRAND
U	O
?	O
is	O
your	O
one	O
stop	O
onlin	O
store	O
for	O
today	O
?	O
s	O
bold	O
,	O
beauti	O
and	O
outstand	O
women	O
.	O
our	O
collect	O
are	O
all	O
about	O
redefin	O
trend	O
,	O
design	B_COLLECTION
,	O
and	O
qualiti	O
to	O
satisfi	O
the	O
need	O
of	O
one	O
and	O
all	O
occas	O
.	O
We	O
aim	O
to	O
share	O
the	O
stun	O
new	O
look	O
for	O
women	O
in	O
style	O
.	O
occas	O
We	O
at	O
r18	B_BRAND
jewel	I_BRAND
?	I_BRAND
fashion	I_BRAND
U	O
?	O
,	O
believ	O
that	O
excel	O
is	O
not	O
a	O
destin	O
but	O
a	O
journey	O
and	O
are	O
dedic	O
to	O
a	O
high	O
standard	O
of	O
profession	O
and	O
compet	O
with	O
an	O
aim	O
to	O
provid	O
premium	O
qualiti	O
innov	O
product	O
and	O
ensur	O
100	O
satisfact	O
to	O
our	O
custom	O
,	O
result	O
in	O
alway	O
strive	O
to	O
exceed	O
our	O
custom	O
?	O
s	O
expect	O
.	O
We	O
deal	O
in	O
imit	O
and	O
fashion	B_PRECIOUS_ARTIFICIAL_JEWELLERY
jewelri	I_PRECIOUS_ARTIFICIAL_JEWELLERY
and	O
acc	O
.	O
our	O
product	O
go	O
through	O
strict	O
qualiti	O
test	O
via	O
our	O
expert	O
and	O
the	O
product	O
are	O
dispatch	O
under	O
the	O
guidanc	O
and	O
advic	O
of	O
the	O
websit	O
e	O
commerc	O
portal	O
.	O
We	O
ensur	O
correct	O
procedur	O
for	O
pack	O
,	O
packag	O
and	O
dispatch	O
of	O
good	O
to	O
our	O
custom	O
,	O
so	O
that	O
they	O
enjoy	O
shop	O
r18	B_BRAND
jewel	I_BRAND
?	I_BRAND
fashion	I_BRAND
U	O
?	O
fashion	O
product	O
,	O
perhap	O
that	O
is	O
the	O
reason	O
whi	O
we	O
have	O
repeat	O
custom	O
and	O
our	O
custom	O
stick	O
with	O
us	O
and	O
advis	O
our	O
brand	O
to	O
their	O
famili	O
and	O
friend	O
.	O
If	O
you	O
like	O
our	O
brand	O
and	O
our	O
servic	O
,	O
pleas	O
suggest	O
r18	B_BRAND
jewel	I_BRAND
?	I_BRAND
fashion	I_BRAND
U	O
?	O
to	O
your	O
friend	O
and	O
famili	O
and	O
leav	O
posit	O
feedback	O
to	O
help	O
other	O
on	O
websit	O
portal	O
.	O
If	O
you	O
have	O
a	O
concern	O
,	O
pleas	O
feel	O
free	O
to	O
write	O
to	O
us	O
and	O
we	O
will	O
person	O
get	O
in	O
touch	O
with	O
you	O
and	O
help	O
you	O
with	O
your	O
concern	O
.	O
We	O
also	O
undertak	O
bulk	O
order	O
for	O
imit	O
jewelri	O
and	O
fashion	O
acc	O
.	O
glamor	O
pair	O
of	O
jhumki	B_TYPE
ear	I_TYPE
on	O
yellow	O
gold	B_COLOR
plate	O
which	O
is	O
embed	O
with	O
black	O
color	O
stone	O
which	O
give	O
a	O
classic	O
look	O
to	O
the	O
jewelleri	O
.	O
match	O
thi	O
